"gene";"DE_log2_FC";"t.value";"p.value";"adj.p.value"
"A1BG";0.381198999775911;2.52638175614039;0.0155482460945998;0.0338578782182766
"A1BG-AS1";-0.0688024577437008;-0.359972022859664;0.720745830259382;0.784181234682281
"A2M";1.12345531743279;6.0621616279483;3.74558877215032e-07;4.62661453299686e-06
"A2M-AS1";0.149328390311455;0.82863549294799;0.412186609841491;0.507171390924477
"A2MP1";-1.28839737594973;-5.15514251253842;7.06742617593331e-06;5.33300196380369e-05
"A4GALT";0.836240428312598;5.41570250790255;3.05161237965073e-06;2.6500779898885e-05
"A4GNT";-1.05631981058397;-3.49967501409357;0.00115127263282005;0.00381658870203107
"AAAS";-0.135023171033918;-1.43996137054659;0.157594115235078;0.231518175806281
"AACS";0.389866690897978;4.84081783174471;1.93036358941336e-05;0.000124071869434198
"AADAC";-0.441865223549062;-1.41448271806145;0.164892474639179;0.2398949945322
"AADACP1";0.903463822777309;2.13054349624477;0.039273291598256;0.0728788632719823
"AADAT";-0.432052109209739;-3.09077999127485;0.00361051554873716;0.00994212584173825
"AAGAB";0.227565394707086;4.32872410728865;9.63553257813547e-05;0.000485387710715619
"AAK1";-0.00482960065748;-0.0675685692734245;0.946462861146923;0.96131446070943
"AAMDC";-0.755968125789536;-8.10264748405031;5.39558362538145e-10;2.38784918684826e-08
"AAMP";0.0664631871124495;0.986026517180756;0.329997318062829;0.423817804244237
"AANAT";-0.2648416119519;-1.07642354593039;0.28813327855623;0.380421711990444
"AAR2";-0.0253347568231337;-0.370600585896024;0.712873965018445;0.777938857191476
"AARD";-1.43386288911831;-4.36336372278583;8.65511820885224e-05;0.000443855018063372
"AARS1";0.573428973977735;6.99001089206751;1.85226831209871e-08;4.05381804902312e-07
"AARS2";-0.13364847460824;-1.64131228401854;0.108507233311511;0.170246141962909
"AARSD1";0.0618539331345041;0.803827316920052;0.426208108199655;0.520546851941348
"AASDH";-0.14449861746065;-1.6360769946083;0.109602888477806;0.171753519880391
"AASDHPPT";0.21401090624889;3.15186926269847;0.00305634441902279;0.00864492871155042
"AASS";-0.288562076480418;-1.97798017597883;0.0547891211191751;0.0962489950596695
"AATBC";-0.314100603999167;-1.78512017540428;0.081762299675676;0.134727683570833
"AATF";0.229863079066559;2.92593968351097;0.0056157214227506;0.0144506334494347
"AATK";-1.75787639633576;-9.37097423088352;1.11781008390032e-11;1.26968357175794e-09
"ABALON";0.749977621623969;4.5528162186457;4.7934705426816e-05;0.00026777360870979
"ABAT";0.320294042724441;2.67966382746441;0.0106175521965864;0.0246989623870071
"ABCA1";-0.0271175395874844;-0.165720492682489;0.869204655580746;0.904044694161721
"ABCA10";-1.57240539245826;-6.42858642074065;1.13879941118868e-07;1.73432498645562e-06
"ABCA11P";-0.562874692745301;-4.60009570918542;4.1321978630218e-05;0.000236210595339253
"ABCA12";3.59519841498548;9.1714984822901;2.03096672706302e-11;1.93621810310004e-09
"ABCA13";2.07608686480388;3.99036873119748;0.000271090826783049;0.00115485759496299
"ABCA17P";-0.791092590604509;-3.77843126185272;0.000510726489930694;0.00194622855583556
"ABCA2";0.0906453985678923;0.905059175553898;0.370807734602078;0.465845244660604
"ABCA3";-0.675427513075828;-2.40761673657147;0.0207193999978395;0.0429839210635333
"ABCA4";0.855887600222312;4.82903433431196;2.00401719836637e-05;0.000128310462100138
"ABCA5";-0.296080717162754;-1.88738895397276;0.0663172115472572;0.113050080747869
"ABCA6";-0.423733118344265;-2.44967529795521;0.0187323926112131;0.0394883799434311
"ABCA7";0.10796508594217;0.673559678038985;0.504432280458875;0.594965063299025
"ABCA8";-0.454310740784287;-2.55369003893202;0.0145395601643378;0.032071207982513
"ABCA9";-1.14709395762642;-6.08222683924245;3.50905796976144e-07;4.38196904348571e-06
"ABCB1";0.0799391997484761;0.281151536215137;0.780031231037716;0.832872304661891
"ABCB10";-0.171117884074269;-2.21826364815181;0.0322280264262748;0.0618962300222767
"ABCB4";0.430768823923867;3.26459611243599;0.00223845354977418;0.00663412397571393
"ABCB5";1.14279058538106;2.58859387247317;0.0133375047516606;0.0298703239501902
"ABCB6";0.726498359500528;6.18653414326945;2.49995564628784e-07;3.29887439886068e-06
"ABCB7";-0.0746967797159888;-1.3395678499568;0.187883937294025;0.267271168538749
"ABCB8";0.0391711681508464;0.488823962701488;0.627613377076979;0.705238127281941
"ABCB9";0.540192532526238;4.95519195649978;1.34091855973995e-05;9.13986723617682e-05
"ABCC1";0.170960883967316;2.7220823287703;0.00953402147168718;0.0225946773194894
"ABCC10";0.0399874174048315;0.424174975393132;0.673691705960358;0.744414715786986
"ABCC11";0.447128397463721;2.40547430229497;0.0208255435465611;0.0431773891445802
"ABCC13";-2.4131377125189;-6.72803694636433;4.31499537532387e-08;8.10597351713401e-07
"ABCC2";0.0835206954675573;0.644858197887063;0.522669575690046;0.611906534352626
"ABCC3";0.838693421558909;4.51237375765866;5.44084863426433e-05;0.000297863408282607
"ABCC4";0.155484417928797;1.36013623376123;0.181339475095708;0.259445165975553
"ABCC5";0.247650993955028;1.627839242473;0.111345261894189;0.173979986473079
"ABCC6";-0.66252484774387;-4.98016648885723;1.23811508503361e-05;8.51957028782586e-05
"ABCC6P1";-0.685254268857175;-2.97207648110069;0.00496857049738801;0.0130538829833646
"ABCC6P2";-0.163310163350802;-1.05375134180967;0.298267446667436;0.391105538859063
"ABCC8";0.26333038458934;0.679743598403021;0.500548994744076;0.591487411184774
"ABCC9";0.0758870465156054;0.54237942558998;0.590540996837721;0.67283867076788
"ABCD1";0.300730736509467;2.56819757477635;0.0140283782963969;0.0311468282253335
"ABCD2";0.281813996342024;1.16950679090918;0.249063185812959;0.337210735997138
"ABCD3";-0.0378611799576455;-0.526510563450658;0.601416614686028;0.682034111954113
"ABCD4";-0.365027346616054;-3.71679290319755;0.00061256112595095;0.00225756732403006
"ABCE1";0.4326848524864;4.64309910538288;3.60916175203966e-05;0.000210471219282916
"ABCF1";0.194097655117136;2.46394460610138;0.0180985808438888;0.0383690623082481
"ABCF1-DT";-0.52829512957319;-2.45307343000135;0.01857965397203;0.0392237139409522
"ABCF2";0.551183087711081;5.49399006474095;2.36894871873701e-06;2.14593634249425e-05
"ABCF2-H2BK1";0.699352465296651;5.78307176161323;9.27742231961825e-07;9.75271280110602e-06
"ABCF3";0.0234916288771392;0.412614008495852;0.682074149713017;0.75141349388818
"ABCG1";-0.549522585108638;-3.7453036223299;0.000563231912105584;0.0021062557127833
"ABCG2";-0.72679755134944;-3.47593347406717;0.00123234506933424;0.00403528213730704
"ABCG5";-0.455833922566214;-2.1714244679058;0.0358364259916942;0.0675328843499267
"ABHD1";0.127202252169789;0.878244442800241;0.385012047462024;0.480011851545436
"ABHD10";-0.102637709806558;-0.9688440270743;0.338396033264874;0.432712630340648
"ABHD11";0.0442419113918585;0.319972003435723;0.750640915586588;0.809293235260551
"ABHD11-AS1";-0.122343153532568;-0.477758082094829;0.635401033339577;0.711771507971519
"ABHD12";0.168702023623656;1.70468948644324;0.0959435007345122;0.153653022970146
"ABHD12B";0.677863173073837;1.91751870710424;0.0622716479817815;0.107217816371528
"ABHD13";0.0466967326858298;0.539647773013065;0.592406413801679;0.67453789335379
"ABHD14A";-0.0739391179859388;-0.761409332700509;0.450840923977798;0.543788230732556
"ABHD14A-ACY1";0.219370161961968;2.35011371875521;0.023744380481318;0.0480684881193829
"ABHD14B";-0.0605134656002778;-0.912104438275809;0.367132396984936;0.462220734373786
"ABHD15";0.0169918273840965;0.220398544435043;0.826672388782316;0.870596150754856
"ABHD16A";0.107294937863914;1.36487015822303;0.179858369917931;0.257820426799625
"ABHD16B";0.149788409877445;1.09873489652302;0.278398028583611;0.369575005310878
"ABHD17A";-0.2396020949217;-2.4292218676911;0.0196760377482919;0.0411409790251967
"ABHD17B";0.241273447636372;3.56090073627079;0.000965113930517769;0.00330422885150056
"ABHD17C";0.00689879300581992;0.0634306084735732;0.949736874012168;0.963591652415969
"ABHD18";-0.464157582940157;-4.5901743004229;4.26307424331833e-05;0.000242519496099287
"ABHD2";0.27675173543716;2.0526322077733;0.0466340440659998;0.0840725881066563
"ABHD3";-0.265155899551062;-3.13277755615151;0.00322025455826637;0.00903416241838766
"ABHD4";0.502001630141727;6.13550758783533;2.95098410864765e-07;3.79229495814987e-06
"ABHD5";-0.492106600848337;-4.29554917450191;0.000106760181691104;0.000526585456048773
"ABHD6";-0.349464130473832;-2.65100021863371;0.0114128735626365;0.0262388183118046
"ABHD8";0.0773745580045435;0.732453740004271;0.468126141197583;0.560575355337366
"ABI1";-0.0922545742611028;-1.83671697409715;0.0736274246422961;0.123526714992165
"ABI2";-0.309490875130157;-3.77729622116178;0.000512444492577282;0.00195105757633092
"ABI3";-0.349611396867536;-2.90715654559774;0.00590113018006428;0.0150739327463139
"ABI3BP";-0.484119466673868;-3.07414018860202;0.00377714974313903;0.0103339187852429
"ABITRAM";0.134677553455327;1.36088209119378;0.18110549697236;0.259144674687837
"ABL1";0.80642962140968;5.88214847943753;6.72420250105428e-07;7.5281151746154e-06
"ABL2";0.518054639790363;3.44576256040944;0.00134328261630647;0.00433492083201436
"ABLIM1";-0.33832595555866;-3.07436629610548;0.00377483764755482;0.0103288989165171
"ABLIM2";0.467608512462415;2.98972900627153;0.00473999842757112;0.0125355378187788
"ABLIM3";0.0826082662364157;0.922502763916812;0.361751046232068;0.456454690193468
"ABO";-0.425579080384921;-2.32208412742562;0.0253583932600776;0.0507938824241043
"ABR";0.0372204394745611;0.437323025140135;0.664209417614589;0.736192369095893
"ABR-AS1";-0.492160664156536;-1.50081990417165;0.141189049292637;0.211759111216436
"ABRACL";0.288797953952356;2.35688535676956;0.0233685839006925;0.0474497583219072
"ABRAXAS1";-0.10530949073952;-1.19632292963513;0.238554552205099;0.325262037819465
"ABRAXAS2";-0.129170373756776;-2.57428685954231;0.0138187629634385;0.0307539951966036
"ABT1";-0.0202061712558444;-0.312615842149349;0.756182890689331;0.813873473785637
"ABTB1";-0.792302035820698;-8.17678850067642;4.28015803040078e-10;1.97920726358768e-08
"ABTB2";0.396266578786926;2.80751529412345;0.00765548805570061;0.0187879810629867
"ABTB3";0.63614900914724;3.44195673159284;0.0013579372384199;0.00437503644136447
"ACAA1";-0.0383152400547732;-0.489235554553473;0.627324538767745;0.705176514392055
"ACAA2";-0.260615148638156;-2.65653128546665;0.0112552575271302;0.0259315477637202
"ACACA";0.163060384974876;1.560464955173;0.126461557331549;0.193164494791929
"ACACB";-0.738609525321448;-5.57926058144399;1.79727713544268e-06;1.70143807909514e-05
"ACAD10";-0.0556496764074062;-0.636316156369679;0.528164422578805;0.616971082210295
"ACAD11";-0.25405041914873;-1.9057633300612;0.0638241553166788;0.109386120631048
"ACAD8";0.380234484724269;4.35571649126809;8.86278443077022e-05;0.000452677644244273
"ACAD9";0.00507915969096476;0.0890993136112996;0.929443859061145;0.949696952145467
"ACADL";-2.08323161540425;-10.5022723798019;4.15875599814833e-13;1.1538415199478e-10
"ACADM";-0.00672548886303462;-0.0802824988053625;0.936409535465238;0.954807706228949
"ACADS";-0.326334578238777;-3.15556398143676;0.00302554882724014;0.00856678034414546
"ACADSB";-0.189150465080944;-1.68277947328762;0.100143059300233;0.159270665563044
"ACADVL";0.0856872679229815;0.810645368131042;0.422326065307624;0.517118840065762
"ACAN";3.10546268364373;7.70424844813141;1.89048343127267e-09;6.65234990832061e-08
"ACAP1";0.189042602703398;1.59291208450506;0.118986219240188;0.183743454443906
"ACAP2";-0.295899821639609;-3.49838564093134;0.00115554108376474;0.00383015233477605
"ACAP3";-0.217457796835361;-1.44688277240175;0.155655973346345;0.229231093514002
"ACAT1";-0.258422701754762;-3.75124786750606;0.000553441690563589;0.00207682185286746
"ACAT2";-0.267762225919288;-2.79767622323106;0.00785282287576215;0.0191960849265073
"ACBD3";0.191528538112837;2.90368832161929;0.00595529084596633;0.0151979303299006
"ACBD3-AS1";0.814516125379328;4.26206030498377;0.000118376070823329;0.000574647049952368
"ACBD4";-0.430100424291492;-4.09582126004292;0.000196943495882569;0.000881682704674115
"ACBD5";-0.160433913376075;-1.84913382766403;0.0717755689707115;0.120841379188981
"ACBD6";0.11909417303132;2.32187834468157;0.0253705984652421;0.0508092838595506
"ACBD7";0.93305044911054;2.67658491065836;0.0107004637788466;0.0248464309697445
"ACCS";-0.871360290642277;-3.95045646382059;0.000305717416598577;0.00127525647891477
"ACD";-0.306079522869874;-3.20884373457079;0.00261285482577537;0.00755946407548193
"ACE";-1.49255052408127;-8.43400284656239;1.9252593931075e-10;1.05479844370226e-08
"ACE2";0.851540050496827;4.27841259249269;0.000112557544259147;0.000551223764496992
"ACER2";0.445992268505426;3.92068975190229;0.000334300434399011;0.00137122738832998
"ACER3";-0.563366733409413;-4.92008571999739;1.4998392168375e-05;0.000100302906339865
"ACHE";0.197977795939681;0.966511447079699;0.339547072247004;0.43380290886526
"ACIN1";-0.0244588532926406;-0.360434272579128;0.720402825999845;0.783941145344327
"ACKR1";1.5702759651314;5.55301219706493;1.95682362938399e-06;1.82611557410517e-05
"ACKR2";0.83040818290823;6.01738679279783;4.33247473361388e-07;5.16578984628859e-06
"ACKR3";-0.239728296867855;-1.49035173100255;0.143909756487612;0.214960728889316
"ACKR4";-1.59202369133766;-8.5632972346027;1.29200982107216e-10;7.76677348272848e-09
"ACLY";0.33195176671314;4.66597053962856;3.35811550941608e-05;0.000198397427625644
"ACMSD";-0.506240272390706;-2.67911263344742;0.0106323515146209;0.0247227591197928
"ACO1";-0.0880684269908278;-0.751619841109066;0.45664250374815;0.549194199378333
"ACO2";0.226318505484308;2.16933182270887;0.0360056747248506;0.0677976861324712
"ACOT1";-0.184509933643868;-1.2742655536219;0.209861177347489;0.292969019415366
"ACOT11";0.329244782808935;2.47926710283033;0.0174397324804968;0.0371835714887125
"ACOT12";0.141303613313526;0.835909276410726;0.408129880875131;0.503006012569025
"ACOT13";-0.423391222378903;-3.93981483897475;0.000315652278097773;0.001307934729371
"ACOT2";-0.142454635234507;-1.17173694477325;0.248176635065931;0.336231351460965
"ACOT4";-0.492234689749683;-2.62639641844969;0.0121389180876668;0.0276204738024601
"ACOT7";0.0379275337178761;0.318171053953613;0.751996491860349;0.810354927375049
"ACOT8";-0.128819950030501;-1.74655319718082;0.0883258795452196;0.1436540176791
"ACOT9";-0.25979378726968;-3.405412478018;0.00150665728006025;0.00476898788910104
"ACOX1";-0.147454221704561;-3.09329903039463;0.0035859019805034;0.00988692887757345
"ACOX2";-0.468332435297414;-3.68440823263872;0.000673652618982707;0.00243584232705176
"ACOX3";-0.143954526445647;-1.7799193386979;0.0826227496884933;0.135838253134444
"ACOXL";-1.2418436379162;-7.76716257649256;1.54932785174192e-09;5.64884185887124e-08
"ACOXL-AS1";-1.72501678802026;-7.08567527116056;1.36148850637072e-08;3.17994572337571e-07
"ACP1";0.0551688922786374;1.05000343111873;0.299966225533993;0.392833227641824
"ACP2";0.297071108120864;3.44207021659116;0.00135749805246026;0.00437438581088392
"ACP3";-0.115611358729632;-0.748327979813455;0.458603110731162;0.551092782460607
"ACP5";-0.25974947815751;-1.10021568358796;0.277760222282252;0.368909351320131
"ACP6";-0.17909849911034;-1.33508081753806;0.189335370859548;0.269088248556609
"ACR";-1.33857452329417;-6.4481590831719;1.06870717595916e-07;1.65081313311436e-06
"ACRBP";-0.298254629676642;-1.61547568302733;0.114002786261115;0.177453376787514
"ACSBG1";0.300388249314928;3.25313373356934;0.00231100169029556;0.00681553387567269
"ACSBG2";-1.13859762381094;-6.00994169445583;4.43861287343915e-07;5.27490506282793e-06
"ACSF2";-0.72673441199543;-5.84888551779161;7.49169944113753e-07;8.2173272988169e-06
"ACSF3";-0.00891833530814754;-0.104217936275648;0.917512822612599;0.941037677448306
"ACSL1";0.138255317554046;0.68332942575216;0.498304775058084;0.589472703456433
"ACSL3";0.156126127154336;2.21631200368648;0.0323716781550264;0.0621063823823599
"ACSL4";0.350284691879922;1.82307106977664;0.0757091723270197;0.126411711930332
"ACSL5";-0.102208577274649;-0.895465663553485;0.375850395074834;0.470841007225151
"ACSL6";-0.0517106156599354;-0.286252555876837;0.776149614438657;0.829710225551619
"ACSM1";-0.427883417064703;-2.04141058044653;0.0477879236504037;0.085799197398211
"ACSM3";-0.379215188027434;-2.68431216296364;0.0104935001835861;0.0244498102361096
"ACSM5";-0.464964620638489;-2.56299311123201;0.0142098377787295;0.031478667148069
"ACSS1";-0.260016221208641;-2.6385218005618;0.0117759562692964;0.026936208606262
"ACSS2";-0.361776128294226;-3.25109584658426;0.0023241316077653;0.00684958901316205
"ACSS3";-0.376797793852815;-3.60158273923444;0.000857792084399968;0.00299217899717919
"ACTA2";1.39380024505749;5.39870253724296;3.22395818672579e-06;2.77083713736826e-05
"ACTA2-AS1";1.16736356942585;4.94746894506191;1.37438539494071e-05;9.32384775295046e-05
"ACTB";-0.165322957914072;-1.49274582022554;0.143283875407269;0.214262461835869
"ACTC1";1.99166214407872;4.06355631193342;0.00021723406989939;0.000956220414478652
"ACTG1";0.0260014436294079;0.275067488573041;0.784668324718236;0.836585240675305
"ACTG1P17";-0.66223429175708;-2.87083074147319;0.00649195193995438;0.0163515283906602
"ACTG1P20";-0.553797495497367;-2.69475830490847;0.0102195844499561;0.0239249272048356
"ACTG1P4";-0.766679108859328;-3.70820901338941;0.000628212284610309;0.00230471061323437
"ACTG2";2.3971595430455;7.1349843583674;1.16199754118131e-08;2.80656124873936e-07
"ACTL10";0.352857382287835;2.58990399684216;0.0132942117841398;0.0297918646806016
"ACTL6A";0.171090799393021;2.77785389400817;0.00826481425593799;0.0200424524106627
"ACTMAP";-0.353632981356989;-4.08867769688054;0.000201270338447551;0.000897734820936455
"ACTN1";1.02389478986944;8.32312707787884;2.71441256456099e-10;1.37570497212329e-08
"ACTN2";-0.789479173705081;-3.52461613137349;0.00107161933746673;0.00361116693897811
"ACTN4";0.0156493896700605;0.168281279138189;0.867202867226717;0.902743626420385
"ACTR10";-0.10429954767195;-1.98805082314104;0.0536214753755311;0.0945662414311685
"ACTR1A";0.114217765240357;1.61592799937923;0.113904656565909;0.177338897319629
"ACTR1B";-0.0475916530913737;-0.852346973340649;0.399053586607026;0.494087197369273
"ACTR2";0.110886242549406;1.07059101339218;0.29071704567881;0.383134925330711
"ACTR3";0.236079406920791;2.55958771356426;0.014329730755828;0.0317053167658598
"ACTR3-AS1";0.336324822107776;1.55242685674755;0.128370908266098;0.195528915103225
"ACTR3B";0.138105645090773;1.58385689802742;0.121035351887778;0.186378256190503
"ACTR3C";-0.301102640884194;-2.31929696165788;0.0255241517482863;0.0510400716302227
"ACTR5";-0.228737971782652;-2.6360305483002;0.0118497045393104;0.0270819997819428
"ACTR6";0.011326486409417;0.149148639397769;0.882179472633434;0.915076737154779
"ACTR8";0.191793017756264;3.05667802434282;0.00395979863206495;0.010762932263513
"ACTRT3";0.192847389793527;1.20170510184692;0.236485085230711;0.322929805975677
"ACVR1";0.54186472407793;6.34263387886886;1.50539868763255e-07;2.17769605608664e-06
"ACVR1B";0.517699140546697;4.20639700272886;0.000140471661377172;0.000666070820303105
"ACVR1C";0.0747584257130705;0.287347448615767;0.775317208579135;0.829066098965365
"ACVR2A";-0.135298110932313;-1.3415986830028;0.187229824677312;0.266498331744391
"ACVR2B";-0.224061953895045;-1.54507296489362;0.130138034047208;0.19774731040694
"ACVR2B-AS1";-0.591798751355333;-4.18078525262603;0.000151945476972687;0.000711281000901129
"ACVRL1";-0.986925634243567;-5.02731173685124;1.06484425748934e-05;7.51607781354426e-05
"ACY1";0.182763346384043;1.97930058120019;0.054634783671624;0.0960168388369023
"ACY3";1.47220860440564;4.77309211029255;2.39330503249103e-05;0.000149778814945455
"ACYP1";-0.202309086463414;-1.01977196718506;0.313913549563589;0.407223426101202
"ACYP2";-0.143509737829492;-1.75601432765954;0.0866762119936746;0.141417363069595
"ADA";0.176555229736619;1.05624776742003;0.297139621957207;0.389910172130483
"ADA2";0.28082427882783;1.98821312834889;0.0536028346676741;0.0945564839454789
"ADAL";-0.0319946624305908;-0.326917994964994;0.745420173737033;0.805414048621655
"ADAM10";-0.104142022515738;-1.21177705427448;0.232647820356008;0.318632252531038
"ADAM11";-0.756224254943013;-4.18738726197181;0.000148903209980703;0.00069900528572503
"ADAM12";2.65257948826072;7.53727668424436;3.21143558462401e-09;1.02808694507172e-07
"ADAM15";0.280281343962743;2.71111742280773;0.00980385787298598;0.0231217620127822
"ADAM17";-0.341296991969236;-3.24782662913925;0.00234534297675382;0.00690270193933488
"ADAM19";0.764907031221265;4.53758246538375;5.02791392135903e-05;0.000279212433082194
"ADAM20";-0.778836437163754;-3.11321481275866;0.00339680403371959;0.00944133522909397
"ADAM20P1";-1.2594942383344;-3.86313867929712;0.000397092090892535;0.00157533821063343
"ADAM22";-0.19532147083651;-1.26347186153131;0.213672763106792;0.297216368838803
"ADAM23";1.82822352869747;8.62221737634601;1.07794905996085e-10;6.86114576665079e-09
"ADAM28";1.3706460528625;7.0785786041701;1.39290922466997e-08;3.2274034829853e-07
"ADAM29";-4.07600509982671;-8.96626838254375;3.77332242238763e-11;2.96939892883239e-09
"ADAM32";0.190880536932917;0.824344107049469;0.414591593150238;0.509524437497303
"ADAM33";-0.283738468895159;-1.3292350533883;0.191239159322153;0.271312878385388
"ADAM8";0.362254742894731;2.05342419972678;0.046553533015596;0.0839554173325427
"ADAM9";0.738595985362192;5.16001605616708;6.95762168919467e-06;5.26284134833491e-05
"ADAMDEC1";2.12000616330371;4.851434087569;1.86629819882688e-05;0.000120585100655253
"ADAMTS1";0.33539787059846;1.10010539971779;0.277807688270328;0.36894900181147
"ADAMTS10";-0.457702112874028;-2.58658961165304;0.0134039855830587;0.0299947112451418
"ADAMTS12";0.697616172854778;3.04208833034341;0.00411874825460769;0.0111250413102802
"ADAMTS13";-0.511919894013423;-3.10015780555135;0.00351968461416069;0.00973039023186658
"ADAMTS14";3.00142105416749;10.1785594103315;1.04877602187666e-12;2.2471843454884e-10
"ADAMTS15";0.941072926114924;3.8936466340783;0.000362503904013829;0.00146115607874153
"ADAMTS16";3.8514167443881;7.62320002928626;2.44424048195744e-09;8.21363482454053e-08
"ADAMTS17";-0.547132109895653;-3.1343022286126;0.00320686528085703;0.00900010005745389
"ADAMTS18";2.99581805159479;5.75573854453432;1.01385314305575e-06;1.04380570261035e-05
"ADAMTS19";2.00441045862438;4.54267787832513;4.94826935042872e-05;0.00027542566104071
"ADAMTS2";1.34170088107883;6.98969907888234;1.85412946749717e-08;4.05381804902312e-07
"ADAMTS3";0.853197650500971;4.61303831276083;3.96739360472869e-05;0.000228164669146781
"ADAMTS4";2.08019190086922;3.4420611436791;0.00135753315955346;0.00437438581088392
"ADAMTS5";0.797346194803716;3.41838781645686;0.00145215399362053;0.0046269235241375
"ADAMTS6";0.388972045140725;2.32298295350577;0.0253051446437563;0.050712183229598
"ADAMTS7";-0.523922694256952;-3.48376364294742;0.00120502050587035;0.00396199464714985
"ADAMTS7P1";-0.0318033950858452;-0.117562780466948;0.906997484039336;0.933615326208188
"ADAMTS8";-0.272890251921415;-1.39936238128685;0.169346958962393;0.245156033106238
"ADAMTS9";1.56948315620875;5.37584728028301;3.47100436905888e-06;2.93996107830933e-05
"ADAMTS9-AS1";0.030687478704628;0.139025494133791;0.890121727310157;0.92101956972121
"ADAMTS9-AS2";-0.802199154562727;-4.79591144657928;2.22623856736415e-05;0.000141036384181287
"ADAMTSL1";0.786290599590145;2.60957726177123;0.0126594207064654;0.0286003260787782
"ADAMTSL2";0.41859154853249;2.44157670342537;0.0191010101672312;0.0400935946681911
"ADAMTSL3";-0.830878324648828;-3.53870765842281;0.00102898161677771;0.00348867165418869
"ADAMTSL4";-0.796927293397963;-4.17493667553556;0.000154691169151201;0.000722259243063891
"ADAMTSL4-AS1";-1.53152336418426;-5.65711714470722;1.39630977757613e-06;1.3754000863234e-05
"ADAMTSL4-AS2";-0.686753227513477;-3.49984247493495;0.00115071936623935;0.00381650847582922
"ADAMTSL5";0.205177125522442;1.23236173760205;0.22494831151171;0.309813938103794
"ADAP1";-0.183243050519216;-1.6000619552168;0.117388254569309;0.181733410061562
"ADAP2";0.41136424296663;3.47291634949007;0.00124303134758492;0.00406289705378119
"ADAR";0.25574565036291;2.40911667126181;0.0206453794874062;0.0428531227207901
"ADARB1";-0.40500370579288;-3.910040190735;0.000345143236313137;0.00140425733729133
"ADARB2";-1.61439542119687;-6.07088876069713;3.64081379032936e-07;4.52301097798609e-06
"ADAT1";0.436539038307972;5.19237856850894;6.27017423271657e-06;4.81511019226757e-05
"ADAT2";-0.751656087601739;-4.5589826290784;4.70165611029598e-05;0.000263401295705959
"ADAT3";0.410307924664116;2.79930852025242;0.00781976142015892;0.0191282306876522
"ADCK1";-0.144349029345621;-1.21149733957076;0.232753765179059;0.318738482075556
"ADCK2";0.0452550096428512;0.457567938439805;0.649717796302158;0.724098405076476
"ADCK5";-0.114012105146287;-0.908928418535113;0.36878632243299;0.4639497089864
"ADCY1";0.0823030871266398;0.376732764771941;0.708346598046534;0.774208521632578
"ADCY10";-0.414521201751988;-2.07950792950065;0.0439689296476976;0.0800278895295059
"ADCY10P1";-0.784034509359034;-4.43947586228626;6.83154198392726e-05;0.000362015947261054
"ADCY2";1.31416804113217;5.52981351610105;2.10952798075166e-06;1.94265085240199e-05
"ADCY3";0.294897346623939;2.37955760053298;0.0221490457426347;0.0454338861532093
"ADCY4";-1.04394437838407;-5.98959711260545;4.74209034697833e-07;5.58350008082596e-06
"ADCY5";0.979043511460678;4.78617355321698;2.29607627283716e-05;0.000144529920362039
"ADCY6";0.0736873798108945;0.924357769996613;0.360796459357171;0.455489218116237
"ADCY7";-0.545785681796204;-4.66634295207186;3.35417342541765e-05;0.000198218643089742
"ADCY8";-3.8722278622565;-8.08835383289328;5.64231479311249e-10;2.47678163159731e-08
"ADCY9";-0.23717324233399;-2.40243507812566;0.020976960585893;0.043437221705034
"ADCYAP1";2.23325392163869;4.0730838551908;0.000211039608779751;0.000933014948641998
"ADCYAP1R1";-1.13819059172217;-3.97191017757752;0.000286603163601806;0.00121163880904604
"ADD1";-0.110615505850655;-1.53541291029747;0.132489030143424;0.200716585692383
"ADD2";0.381527911606023;1.36441992765826;0.179998831202576;0.257953427326333
"ADD3";-0.349191862631909;-3.16055101483196;0.00298444702069078;0.00846812874980584
"ADD3-AS1";-0.352720219569367;-1.82475022055272;0.0754503501999523;0.126057363442999
"ADGB";1.24517156192482;2.2249840105453;0.0317376964911807;0.061090055124579
"ADGRA1";0.969948837466914;1.76389655795508;0.0853216251801531;0.139480683677572
"ADGRA2";0.449185571350098;2.91253123123039;0.00581810663544565;0.0149058418015484
"ADGRA3";0.404223139605432;3.91079840236377;0.000344360118809905;0.00140186180044491
"ADGRB1";-0.563289726145582;-3.21253003642097;0.00258636963515714;0.00749586517670225
"ADGRB2";1.79986078495065;8.55118570399183;1.34108956313931e-10;7.97321957030161e-09
"ADGRB3";-0.531020637298312;-2.57717279969306;0.0137204237662385;0.0305788920074581
"ADGRB3-DT";-1.9315156922811;-8.03546711951178;6.65864889439643e-10;2.85912342705621e-08
"ADGRD1";-0.894220458436524;-6.19630827087485;2.4217828991971e-07;3.20745432812267e-06
"ADGRD1-AS1";-0.449671005771504;-2.10434585788159;0.0416254726416615;0.0764570406924289
"ADGRE1";-2.31870055654576;-6.73507648174807;4.21785109336377e-08;7.9719227520948e-07
"ADGRE2";0.46651744368155;2.45557619705714;0.018467883825949;0.0390372605857943
"ADGRE3";-1.4526196105141;-4.55344533810255;4.78402315681608e-05;0.000267426276744499
"ADGRE4P";-0.679566150178193;-2.11451630997747;0.0406979967453851;0.0750464679249215
"ADGRE5";-0.560731803066824;-3.78261250760488;0.000504445639258316;0.00192670456745309
