"gene";"DE_log2_FC";"std.error";"t.value";"p.value";"adj.p.value"
"ACAP2";-0,284005195707773;0,0799745142183297;-3,55119625900372;0,000997150860728356;0,00337079209428357
"ACAP3";-0,202618997167762;0,155381361720721;-1,30401095037347;0,199664222684434;0,280381766082242
"ACAT1";-0,246833884963797;0,0694338189897444;-3,55495187439215;0,000986407314830875;0,00334007498920688
"ACAT2";-0,254509201809177;0,0981833119854406;-2,59218391254634;0,0132418482435426;0,0295468357044626
"ACBD3";0,202979419787393;0,0614758965329968;3,3017724219515;0,00202520332144384;0,00607339002481795
"ACBD3-AS1";0,819377092479845;0,191388390671289;4,28122672229964;0,000112495138581825;0,000536147043453805
"ACBD4";-0,416786014369341;0,10986960768299;-3,79346047700385;0,000491265257246235;0,00186822119048981
"ACBD5";-0,150319112914794;0,0838591171473115;-1,79251962133986;0,0805945745285806;0,133042916888122
"ACBD6";0,131847516899071;0,0532349052643531;2,47671177856605;0,0175741054084743;0,0372597833610981
"ACBD7";0,951378683946109;0,354114944568188;2,68663804942272;0,010451976886857;0,0242959559182077
"ACCS";-0,856928647189772;0,226363466286457;-3,78563140619763;0,000502773085000712;0,00190435047320138
"ACD";-0,293135525668406;0,0990666598944928;-2,95897253405534;0,00515831958652925;0,0134204514101538
"ACE";-1,4803328142608;0,174790747026712;-8,46917150616999;1,8087661249252e-10;9,23157596923847e-09
"ACE2";0,861901794840858;0,199148937799253;4,32792564381979;9,74073950522638e-05;0,000475624119710237
"ACER2";0,456575445527622;0,11595770895607;3,93743072054479;0,000319938788407639;0,00130302342915111
"ACER3";-0,549967966306585;0,113166182139779;-4,85982610624157;1,83856603444547e-05;0,000116238310480347
"ACIN1";-0,0150942500575567;0,0716948548089969;-0,210534634567146;0,834316352680559;0,875186331480176
"ACKR1";1,57459378116149;0,280818452247311;5,60715924669646;1,67061597323072e-06;1,54316691960281e-05
"ACKR2";0,850641324078976;0,139065093833702;6,1168572258413;3,20439280118035e-07;3,90926226153076e-06
"ACKR3";-0,228430038270531;0,161011060041409;-1,41872265303876;0,163704136705735;0,237814836677183
"ACKR4";-1,57863404819725;0,186948564330076;-8,44421594706669;1,95318829709308e-10;9,84406901734912e-09
"ACLY";0,343592500473645;0,0659296619738078;5,21150101770802;5,9806396284381e-06;4,47175502677096e-05
"ACO1";-0,0762335473025525;0,113481231792123;-0,671772293080133;0,505579817602071;0,59556437538352
"ACO2";0,236886272250426;0,101612497016588;2,33127104643197;0,0248492393511711;0,0496184885793843
"ACOT1";-0,172220137587629;0,145507592499018;-1,18358179549147;0,243546176344597;0,329661160896824
"ACOT11";0,341941941165548;0,13613150649137;2,5118501218322;0,0161356629023736;0,0347212770232797
"ACOT13";-0,40990152068226;0,110648909812789;-3,70452380756202;0,000638396320470327;0,00232521586642851
"ACOT2";-0,12966172831434;0,120566271543538;-1,07543947950251;0,288604825309036;0,379194999803188
"ACOT4";-0,475720369302691;0,188371552339485;-2,52543636974093;0,0156088813548811;0,0337996829338779
"ACOT7";0,0501732628138494;0,118755426321892;0,422492380919525;0,674922051985519;0,745915360407212
"ACOT8";-0,117160243346211;0,0761387870307186;-1,53877212804745;0,131712626446413;0,199742476664574
"ACOT9";-0,247380390671976;0,0763309252388432;-3,24089338492767;0,00239925435228382;0,00700618761427367
"ACOX1";-0,135610903976389;0,0453214018474316;-2,99220453138022;0,00472148019522844;0,01245121883781
"ACOX2";-0,45532979955091;0,130744189416087;-3,48260065387568;0,0012143071057522;0,00396926327555156
"ACOX3";-0,13157239101711;0,0846333594134553;-1,55461619305864;0,127893579079661;0,194995995783397
"ACOXL";-1,22565414506926;0,162038771490855;-7,56395604454721;3,05900788435313e-09;8,92146096905015e-08
"ACP1";0,0668990812127386;0,0525260051052416;1,27363733599574;0,210123521824216;0,292320552055634
"ACP2";0,310382838163647;0,0887303875357835;3,4980444330695;0,00116178000050654;0,00382782182802238
"ACP3";-0,10545796346139;0,151735495908899;-0,695011821918759;0,491054866967465;0,58203372488067
"ACP5";-0,253711899742799;0,236686318632459;-1,07193310204287;0,290157716663907;0,380956012239945
"ACP6";-0,166874979773059;0,138109885517116;-1,20827686699066;0,234016556301319;0,319408105889161
"ACRBP";-0,282946750951292;0,185150471676302;-1,52819892052972;0,134311833957829;0,203016050428478
"ACSBG1";0,31210423298057;0,0964836552215909;3,23478865165059;0,00244018782670856;0,00709997525866345
"ACSF2";-0,712954602804143;0,128412253033406;-5,55207611394116;1,99621798731246e-06;1,80667809760805e-05
"ACSF3";0,00430487103505223;0,0900966055767147;0,0477806129042981;0,962128214886717;0,971951384258877
"ACSL1";0,147220731018718;0,199718357853694;0,737141705954574;0,465326607768913;0,558184271483603
"ACSL3";0,16784223444893;0,0662006214375352;2,53535738493483;0,0152341814464562;0,0331261801764117
"ACSL4";0,361550927909082;0,18823438520214;1,92074857906977;0,0618920698267207;0,10665619213221
"ACSL5";-0,0902766772487453;0,113715656538214;-0,793880807594932;0,431936745861295;0,525360168721792
"ACSL6";-0,0416347226093236;0,178604348037215;-0,233111472743365;0,816860419796686;0,862081196864347
"ACSM3";-0,366779079889522;0,143808766837971;-2,55046398042458;0,0146793918945983;0,0321582766199514
"ACSM5";-0,451401184454825;0,181905982789919;-2,48150818093841;0,017371111476957;0,0369036286175737
"ACSS1";-0,249552872591553;0,102716479022652;-2,42953102526537;0,0196889018090352;0,0409289264828098
"ACSS2";-0,349184621711885;0,112868769169063;-3,0937222429426;0,00359254657772103;0,0098337731170205
"ACSS3";-0,363795499258293;0,102594275228126;-3,54596295406705;0,00101230911056034;0,00341202117766293
"ACTA2";1,41068076033531;0,260399043128928;5,41738073759689;3,08350427769412e-06;2,57538876181516e-05
"ACTA2-AS1";1,17710081230971;0,237438756843655;4,95749231489109;1,34770752373985e-05;8,94478475015487e-05
"ACTB";-0,156424694052855;0,112155043295475;-1,39471832435346;0,170777652291874;0,246117592365592
"ACTG1";0,0373541770429679;0,0943176325205546;0,396046593247846;0,694169697170413;0,76167758444629
"ACTG2";2,40136100584852;0,336816763542772;7,12957686722612;1,22033105067893e-08;2,69852168689031e-07
"ACTL6A";0,182848356619463;0,0618303956096722;2,95725677988158;0,00518187170898236;0,0134752058888209
"ACTMAP";-0,341141601346988;0,0864577160905374;-3,94576235381638;0,000312042661186245;0,00127505042807493
"ACTN1";1,03553332215754;0,119827089144432;8,64189666586473;1,06490734796824e-10;6,23443116231265e-09
"ACTN2";-0,774803529820492;0,227124019276832;-3,41136764084876;0,00148745360956655;0,00470014831126352
"ACTN4";0,0284501513375141;0,0900917305770165;0,315790929481513;0,753798621222575;0,810268206016908
"ACTR10";-0,0927109704261826;0,0527344167293851;-1,75807330726617;0,0863645499213736;0,140809488589963
"ACTR1A";0,125575984608154;0,0675858891946619;1,85802075114331;0,0705170484645097;0,118852435744133
"ACTR1B";-0,0364331858477303;0,0574885144053109;-0,633747214110729;0,529843512840195;0,618126375985561
"ACTR2";0,123110219858325;0,0983345856284785;1,25195239367207;0,217839009042069;0,30126115055998
"ACTR3";0,248590027094286;0,0882320116021084;2,81745845504837;0,00747743097432128;0,0184030696896757
"ACTR3B";0,150746500654539;0,0905011121024558;1,6656867208867;0,103568622439253;0,163993521345421
"ACTR3C";-0,28825067479428;0,132488863434619;-2,1756596541152;0,0355309913834976;0,0672349910868296
"ACTR5";-0,215452874442678;0,0897361596231237;-2,40095938301286;0,0210791384990775;0,0433075599634551
"ACTR6";0,0218310019660476;0,0776119677524593;0,281283964293713;0,77993868049474;0,832595382513845
"ACTR8";0,203222960299887;0,0622420672125052;3,26504194672791;0,00224363623493879;0,00663235360930673
"ACVR1";0,551049505016386;0,0826628224242362;6,66623143096093;5,41435104714043e-08;9,26992077370286e-07
"ACVR1B";0,528376782299391;0,121368467880635;4,35349305734866;9,00056898660699e-05;0,000446512385776676
"ACVR2A";-0,123366534153519;0,102678247724947;-1,20148655520487;0,236609138511969;0,322191167335447
"ACVR2B";-0,214263050321543;0,146008835767114;-1,46746632966306;0,150047553773509;0,221913521069157
"ACVRL1";-0,97639455397441;0,194613905478835;-5,01708524666854;1,11445612243174e-05;7,6096309663756e-05
"ACY1";0,194808353392115;0,0934976383168088;2,08356442899685;0,0436159306833349;0,0797186910767028
"ACYP1";-0,189312691208928;0,204354201278779;-0,926394906609572;0,359781735851503;0,45378586344045
"ACYP2";-0,130810432909423;0,0851221591871208;-1,5367377209249;0,13220957701984;0,20032657442465
"ADA";0,190048410392884;0,168276199727794;1,12938377916966;0,265445348075516;0,354278597630083
