gene;DE_log2_FC;std.error;t.value;p.value;adj.p.value;gene_id
GAR1;0,331030586518686;0,0334430394426282;9,89834034333428;2,56525235535113e-22;7,1366074238552195e-22;1258
GAREM1;0,0458894210677747;0,0174556647787267;2,6289128285564;0,0086674992330692;0,0104191683281492;64762
GAREM2;-0,306875123720779;0,0433309150309672;-7,08212885653271;2,32491396453018e-12;4,28369146128957e-12;150946
GARNL3;-0,158346821680488;0,0217705877911798;-7,27342886647465;6,06136025085366e-13;1,1428028831373299e-12;84253
GARRE1;-0,272972184339356;0,0236694153340247;-11,5326965405419;2,33865050484445e-29;9,24448109754774e-29;9710
GARS1-DT;-0,255661696196375;0,026647929917783;-9,59405465959906;4,1618194648426705e-21;1,09799759929415e-20;401320
GART;0,105558015480778;0,0143586917912806;7,35150646139493;3,4683326658676797e-13;6,60105945966122e-13;2618
GAS1;-0,19415520119627;0,0386382634827962;-5,024946353573;5,73881775869068e-07;8,46809694826823e-07;2619
GAS2;-0,100482448638103;0,0266391023574309;-3,77199078594604;0,0001692818179025;0,0002228897798011;2620
GAS2L1;-0,445627775762657;0,0360731950887483;-12,3534323662296;3,22387368992165e-33;1,61849589747423e-32;10634
GAS2L3;0,528878849760325;0,074757453386835;7,07459692378262;2,45054514902354e-12;4,51108605142957e-12;283431
GAS5;0,198492973988914;0,0260635519242675;7,61572998821005;5,04594348170893e-14;9,954964935567721e-14;60674
GAS5-AS1;0,185884510572736;0,0259087096687602;7,1745954526199;1,2195473126206499e-12;2,27378907078877e-12;100506046
GAS6;-0,296640463494523;0,0297352961833757;-9,97603863318394;1,2466861177542e-22;3,51698079226483e-22;2621
GAS6-AS1;-0,371289868861718;0,0344264465001568;-10,7850186878866;4,99640176111265e-26;1,6475278210463802e-25;650669
GAS7;-0,10440116183203;0,023148678485165;-4,51002686390656;7,07047544703532e-06;9,93612590649902e-06;8522
GAS8;-0,536587989645631;0,0364518862264294;-14,7204450906186;1,82141268217769e-45;3,12247652020482e-44;2622
GASK1A;-0,0274623660392858;0,0353260582521631;-0,777396839558351;0,437066986964165;0,459059859869858;729085
GASK1B;0,521599083378126;0,0379575330676942;13,7416486589868;3,3306653377455496e-40;3,04566062271331e-39;51313
GASK1B-AS1;0,141181286246621;0,0323573510551872;4,36319048508725;1,38396513011402e-05;1,92232461484323e-05;285505
GATAD1;0,036529477127793;0,0205952536787338;1,77368425257673;0,0763506949498634;0,0860398158008217;57798
GATAD2A;-0,354652691805039;0,026677579052064;-13,2940358310962;6,84544940626678e-38;4,97035171780922e-37;54815
GATAD2B;-0,0546345216014408;0,0121915119327417;-4,4813573495108;8,07200437096018e-06;1,13172058527426e-05;57459
GATB;0,0238395276630447;0,0237184735791725;1,00510378897141;0,315035188700786;0,335886290224616;5188
GATC;0,162850823313981;0,0169840527010898;9,58845489825475;4,41207957838493e-21;1,16251622736737e-20;283459
GATD1;-0,418366820089026;0,0351103826463679;-11,9157579198957;3,9122331871255504e-31;1,7004171253143e-30;347862
GATM;0,241764541765464;0,0287431058168708;8,41121844333051;1,0619800948804001e-16;2,33706773304942e-16;2628
GBA1;-0,0980365112296753;0,0196915527165349;-4,97860745878889;7,2706111880345e-07;1,06713386633318e-06;2629
GBA2;-0,216592058599794;0,0186753287118693;-11,597764191542;1,17865064890199e-29;4,74314417297202e-29;57704
GBAP1;-0,3789677159096;0,0265995675597761;-14,2471382310243;6,9734939310209896e-43;8,64309909898081e-42;2630
GBE1;0,270734844231209;0,0274775366932077;9,85295178581758;3,9277126114365e-22;1,0839980950661701e-21;2632
GBGT1;-0,243769424785475;0,0407674753176302;-5,97950750901799;2,89257466472691e-09;4,6986306592601705e-09;26301
GBP1;0,186303127184647;0,0557291620282915;3,34300966323642;0,0008524979507462;0,0010843315858992;2633
GBP2;0,104448808507725;0,0593804966344142;1,75897499057277;0,0788186734448066;0,0887166297409717;2634
GBP3;0,322186052286712;0,0526229851772962;6,1225346909;1,2199915313517701e-09;2,01468080304147e-09;51062
GBP4;-0,49477588235533;0,0455415589283976;-10,8642719748184;2,26588956007984e-26;7,59306118836632e-26;115361
GCA;0,40037415582213;0,038394086639391;10,4280161573465;1,67258114492246e-24;5,11638927990369e-24;25801
GCAT;-0,231639801034452;0,0244210309850404;-9,48525888101725;1,11623175410283e-20;2,8961208136560103e-20;23464
GCAWKR;-0,368235278958614;0,0556949004810899;-6,61165161940887;5,5483226359670796e-11;9,66520295746709e-11;105369201
GCC1;-0,0376331238617451;0,0150813560177773;-2,49534085777066;0,0127076364431711;0,0151129375721837;79571
GCC2;0,270710007243898;0,0240557396288759;11,2534476769504;4,307092640348029e-28;1,58270105461886e-27;9648
GCDH;-0,306506320883882;0,0280200297068448;-10,938829262162;1,0647300003238299e-26;3,62538005128036e-26;2639
GCFC2;0,347224514383576;0,0258690328196335;13,4224003195066;1,49379713426499e-38;1,15372200876965e-37;6936
GCH1;-0,144093233735445;0,0375245056522628;-3,83997686926906;0,000129010148107;0,0001707206688934;2643
GCHFR;-0,334843258842378;0,0336176465321887;-9,96034206385529;1,43920489908169e-22;4,04746865592202e-22;2644
GCLC;0,241499875194886;0,0232011860205192;10,4089452574236;2,02217996467256e-24;6,15574259900136e-24;2729
GCLM;0,29496263977675;0,0245701735011908;12,0049066711904;1,4822043799778e-31;6,637113151586051e-31;2730
GCN1;-0,299646235400368;0,021504162372844;-13,9343365347152;3,17920899392829e-41;3,2421163228000096e-40;10985
GCNA;-0,265208850535035;0,047630690967997;-5,5680244217584;3,12987739942818e-08;4,88623306432969e-08;93953
GCNT1;0,120800469444417;0,0362698438076847;3,33060351968823;0,0008910712811614;0,0011324219184545;2650
GCNT2;0,0680847212079589;0,0324322498966807;2,09929071911003;0,0359850983748384;0,041499313987581;2651
GCNT4;0,295812347976384;0,044299768194069;6,67751457931982;3,6018544949697094e-11;6,31633490955925e-11;51301
GCOM1;0,270560846354692;0,0220632777825045;12,2629488248223;8,832411060451619e-33;4,27727167798142e-32;100820829
GCSH;0,122421615158855;0,0246094979844024;4,97456775576839;7,42021510480243e-07;1,08877197066585e-06;2653
GCSHP3;0,12407862555508;0,020321146239028;6,10588714315632;1,35020302787638e-09;2,22497283334966e-09;100329109
GDAP1;0,214546252404993;0,0318217710419797;6,74212167895872;2,3474479338578797e-11;4,1440941858226596e-11;54332
GDAP1L1;-0,206437896522585;0,0338542808654294;-6,09783729694851;1,4181915977348601e-09;2,3344115990206104e-09;78997
GDAP2;0,306393850796953;0,0233562346369051;13,1182896370129;5,32288902805133e-37;3,56743089345037e-36;54834
GDE1;0,197789891775373;0,0174206130098597;11,3537848331415;1,5246610488152098e-28;5,75182530484238e-28;51573
GDF1;-0,371547486441409;0,0384971225509616;-9,65130539170982;2,49803424852064e-21;6,65407029300085e-21;10715
GDF10;0,171941628155189;0,0513616318893746;3,34766676661533;0,0008383166444755;0,0010668769924145;2662
GDF11;-0,139775305225151;0,0270956898121171;-5,15858079991173;2,87701560042021e-07;4,30178810764264e-07;10220
GDF7;-0,0314039135042387;0,046926980048936;-0,669208064774046;0,503482479653931;0,524721207861226;151449
GDF9;0,231357066059567;0,0310638810847005;7,44778366324339;1,72932240867198e-13;3,33298754409845e-13;2661
GDI1;-0,0084063746565218;0,0223340114661969;-0,376393406497758;0,70668624944894;0,723361348158055;2664
GDI2;0,396112943501556;0,0282253245903706;14,0339552954759;9,599725205687659e-42;1,03743281154498e-40;2665
GDPD1;0,19206326768784;0,0268441080365992;7,15476436862723;1,4013039412799599e-12;2,60580452017417e-12;284161
GDPD2;0,0468380229137564;0,04025486217241;1,16353703344334;0,244826620907821;0,264301096917988;54857
GDPD5;-0,526009668633812;0,0360855330594387;-14,5767465251903;1,1219811300228701e-44;1,73199854820402e-43;81544
GDPGP1;-0,238382990780183;0,0257000288995637;-9,27559232372031;7,181162285315161e-20;1,79816126965933e-19;390637
GEM;0,264332521935942;0,0528361364593457;5,00287378391739;6,42723057587342e-07;9,45819799030221e-07;2669
GEMIN2;0,264116574209669;0,021460670969727;12,3070045005694;5,4257210396816395e-33;2,67524350143068e-32;8487
GEMIN4;-0,215367590961924;0,0205664450643357;-10,4717947262259;1,09806209646733e-24;3,37989780817746e-24;50628
GEMIN5;-0,0076222622638215;0,011575593911482;-0,658476992377982;0,510348863704545;0,531496456982493;25929
GEMIN6;0,18750094698571;0,0180036999047308;10,4145785576242;1,90762176200511e-24;5,81462249972211e-24;79833
GEMIN7;-0,280807829582278;0,0264744752135954;-10,6067382758951;2,9161293883875e-25;9,22176373189878e-25;79760
GEMIN8;-0,124354018868956;0,0255703891025873;-4,86320401187689;1,29693761015974e-06;1,88571787510593e-06;54960
GEN1;-0,0228128252882914;0,0309737105812736;-0,736522194473007;0,461545854522051;0,483453549443409;348654
GET1;0,345762267447134;0,0281463607226961;12,2844395711992;6,8557259105609e-33;3,3519169072169003e-32;7485
GET1-SH3BGR;0,24930774815497;0,0244436828759254;10,1992710926762;1,51724100800545e-23;4,4442063051037205e-23;106865373
GET3;0,0708263573170483;0,0250175069192756;2,83107175889208;0,0047111560172655;0,005748979986302;439
GET4;-0,423398332091367;0,0286003085214;-14,8039777883711;6,26401662656383e-46;1,13942824416568e-44;51608
GFAP;0,098494180482697;0,0585462881258316;1,68233006114763;0,0927468008335057;0,103791273165291;2670
GFER;-0,319568655440524;0,0252606568793678;-12,6508450261853;1,12315642338589e-34;6,2090039074210895e-34;2671
GFM1;0,250323194774641;0,0229437571947983;10,9102965416402;1,42186962963792e-26;4,8072594536606197e-26;85476
GFM2;0,342152129437811;0,0261790792453871;13,0696777465196;9,35174576832008e-37;6,14370841399196e-36;84340
GFOD1;-0,191007505515022;0,0290157888156473;-6,58288171066428;6,69563150435376e-11;1,16265118541321e-10;54438
GFOD2;-0,144937128705197;0,0215918352996459;-6,71258958276573;2,8565467274955797e-11;5,0250291643976e-11;81577
GFPT1;0,414336645305194;0,0264792930569318;15,6475720259733;1,10876450730375e-50;4,11328901274463e-49;2673
GFPT2;-0,0455866788649338;0,0352540020203128;-1,29309230874462;0,196210485846974;0,213673284687651;9945
GFRA1;0,128263311596209;0,0403422290482095;3,17938087761419;0,0015109604293487;0,0018963857546527;2674
GFRA2;-0,0243298652666753;0,0461709388069941;-0,526951928969434;0,598317554640567;0,617973090745578;2675
GFUS;-0,220254303828763;0,027196707860714;-8,09856490560473;1,2748077006806402e-15;2,6865318598971104e-15;7264
GGA1;-0,423593296330479;0,0300676805960416;-14,087993750547;4,8785887520890696e-42;5,49085669775554e-41;26088
GGA2;-0,0569163337553265;0,0243515068193609;-2,33728180262236;0,0195766297895275;0,023006566081126;23062
GGA3;-0,298359053628046;0,0235500101675775;-12,6691687818807;9,243045396783581e-35;5,1428847738987895e-34;23163
GGACT;-0,197479394083711;0,0236507106356133;-8,34982919229268;1,74085672310236e-16;3,79691878832799e-16;87769
GGCT;0,398204736595148;0,0311567928032826;12,7806715893169;2,6123002678143e-35;1,51888333315329e-34;79017
GGCX;0,0710239827224574;0,0174435369051011;4,0716503257827;4,95202558904282e-05;6,69172658008226e-05;2677
GGH;0,577136409862408;0,0403187064428472;14,3143582912441;3,00900694243691e-43;3,8738883054962495e-42;8836
GGNBP2;0,25173796559501;0,0197809692121629;12,7262705328019;4,8081248385609e-35;2,73698431040905e-34;79893
GGPS1;0,233419439962814;0,017716595733843;13,1751857675979;2,7333423042295e-37;1,88783769154714e-36;9453
GGT1;-0,673958335969834;0,0465201586603801;-14,4874470633271;3,42514427310697e-44;4,90605977412666e-43;2678
GGT5;-0,320739609865982;0,0691910241764355;-4,63556673258809;3,92041341836604e-06;5,57574473246959e-06;2687
GGT7;-0,389904913756955;0,0316946264302563;-12,3019248898528;5,7367964850910395e-33;2,82434907969143e-32;2686
GGTA1;0,307326646980163;0,0449562683487478;6,83612448871601;1,25153803094312e-11;2,2373818190932598e-11;2681
GHDC;-0,232815341907611;0,0268999701928066;-8,65485501429549;1,4432705110524e-17;3,29157030429903e-17;84514
GHITM;0,480239905353529;0,0348770474478599;13,7695114837766;2,3579592944272598e-40;2,18564172276849e-39;27069
GHR;0,334871217122067;0,0321301251740331;10,422343993627;1,77688655122106e-24;5,42628433774353e-24;2690
GHRLOS;-0,395193229150941;0,0328452291486513;-12,0319827078195;1,10064229548986e-31;4,975037586552261e-31;100126793
GID4;-0,0317264477627941;0,0134420376069141;-2,36024096127176;0,0184106879552479;0,0216723139890977;79018
GID8;-0,0257190761210463;0,0094663566183965;-2,7168927981294;0,0066777659978292;0,0080864076913262;54994
GIGYF1;-0,592907071764223;0,0382673183387232;-15,4938233851692;8,275206024390569e-50;2,69002006613223e-48;64599
GIGYF2;-0,025690466433453;0,0098289752189802;-2,61374821495565;0,0090595688295709;0,0108776273929809;26058
GIHCG;0,377318546517;0,0296599437073249;12,7214855914853;5,0912765822056e-35;2,8880714182445297e-34;100506844
GIMAP1-GIMAP5;-0,320794382611507;0,0464783331406394;-6,90201995068995;8,01497407238983e-12;1,4448955915756098e-11;100527949
GIMAP4;0,114896951415995;0,0392017203578556;2,93091605080466;0,0034391618856465;0,0042326147109226;55303
GIMAP6;-0,363418651984465;0,0463627036313549;-7,83859920840955;9,470136772860561e-15;1,9245151919491802e-14;474344
GIMAP8;-0,187537014326404;0,0453641659693539;-4,1340342166347;3,7945176206137e-05;5,15752912446292e-05;155038
GIN1;0,334718473224423;0,027611503445353;12,1224283888372;4,14209025312224e-32;1,9207882079256501e-31;54826
GINM1;0,124545226517123;0,0178331069325659;6,98393314121191;4,58339622266917e-12;8,34957392420472e-12;116254
GIPC1;-0,302925791713579;0,0275718608890654;-10,9867735417784;6,58808822074516e-27;2,2688434079732598e-26;10755
GIT1;-0,423391355987611;0,0287739226303597;-14,7144121233191;2,00636834448536e-45;3,42154082285745e-44;28964
GIT2;-0,129610679902919;0,0174341882517158;-7,43428245878687;1,90776549876971e-13;3,66822537343134e-13;9815
GJA1;0,459183969669948;0,0532752693677016;8,6190830214428;1,94184143024342e-17;4,40334579963023e-17;2697
GJB1;-0,276991285251685;0,0695534367872002;-3,98242413382309;7,20227648407531e-05;9,65480902293608e-05;2705
GJB6;-0,086640722680053;0,0696229927782879;-1,24442686564706;0,213568225748518;0,231631068496295;10804
GJC1;-0,257778395353199;0,045835983867437;-5,62393066763275;2,28590488730126e-08;3,58861066074689e-08;125111
GJC2;-0,441851020170353;0,0516464899747387;-8,55529621444693;3,2847034030080403e-17;7,38163096748848e-17;57165
GK;0,481503869337035;0,045136946081411;10,6676217852349;1,60168945176716e-25;5,13385444036212e-25;2645
GK5;-0,0489160603452135;0,0226106647312731;-2,16340655732943;0,0306928291388055;0,0355850655196544;256356
GKAP1;0,207896318897304;0,0232361778001047;8,94709623440598;1,2384892120747099e-18;2,9333966416301297e-18;80318
GLA;0,200901150689471;0,0245138321124451;8,19542002930983;5,95962564218589e-16;1,2713972125837001e-15;9027
GLB1;0,101765296801192;0,0158080319500105;6,43756902332958;1,70751561573891e-10;2,91800622433619e-10;2720
GLB1L;-0,0866744216648937;0,0234077900627476;-3,70280241887644;0,0002222239628383;0,000290927609227;79411
GLB1L2;-0,624145697858613;0,0415746445945848;-15,012652638284;4,47167795143575e-47;9,54465886200297e-46;89944
GLB1L3;-0,281454528845955;0,0375705430494393;-7,49136174251161;1,25995631847079e-13;2,44281530983515e-13;112937
GLCCI1;0,0850447808560799;0,0219873606748525;3,86789401937395;0,0001152551485448;0,0001528663041942;113263
GLCE;0,251297328861601;0,0305499126734249;8,22579532543811;4,68699682504532e-16;1,0050352902263101e-15;26035
GLDC;0,0535990099011909;0,0275228895996143;1,94743396063842;0,0516990880052197;0,058978099415313;2731
GLDN;0,0617055492571302;0,0605986655868654;1,01826580931354;0,308742398443557;0,329608567751673;342035
GLE1;-0,0487266049428989;0,0135351490413153;-3,60000505307801;0,0003302619218148;0,0004284407884879;2733
GLG1;0,0064745824055959;0,0102233230880909;0,633314857586581;0,526640216485445;0,547797315301907;2734
GLI1;-0,276814029003467;0,0503330059974371;-5,49965223649788;4,58231508280894e-08;7,10603536837045e-08;2735
GLI2;-0,355830153081564;0,0473799494248242;-7,51014210443904;1,09738187479198e-13;2,13447524338495e-13;2736
GLI3;-0,212951212542755;0,0382205629124796;-5,57163987956919;3,0681189199665e-08;4,79257478712588e-08;2737
GLI4;-0,632842366190023;0,0394763331657529;-16,0309308246247;6,70930256760726e-53;3,9878723217537203e-51;2738
GLIDR;-0,146513108126806;0,0272997287534379;-5,36683384110018;9,48735555610903e-08;1,44754611754536e-07;389741
GLIPR1;0,606305936974057;0,0339613201675164;17,8528376983996;6,69744085768169e-64;7,79103727201458e-61;11010
GLIPR1L1;0,253566857367052;0,0383826014258939;6,60629681019977;5,7447712716258e-11;1,00031374884741e-10;256710
GLIPR1L2;0,250403120380007;0,0480701545494275;5,20911827155731;2,20586496382552e-07;3,31469983399727e-07;144321
GLIPR2;-0,0931026582712005;0,0424036511488454;-2,19562834210647;0,0282960301055208;0,0328858307499117;152007
GLIS1;-0,627934958329864;0,0470135982937374;-13,3564539009879;3,29264418163208e-38;2,46320639145889e-37;148979
GLIS2;-0,488395157234923;0,041172338824495;-11,8622155354545;6,943281213054131e-31;2,9883265812843398e-30;84662
GLIS3;0,137477259569255;0,040372116085493;3,40525275608862;0,0006813311226336;0,0008711068192189;169792
GLMN;0,341839390354448;0,0365413220213234;9,35487200367218;3,5748956577204503e-20;9,08563524994308e-20;11146
GLMP;-0,0159973320058256;0,0253734281709295;-0,630475783487303;0,528494947191851;0,549621245847158;112770
GLO1;0,49622357160713;0,034562217353931;14,3573997734463;1,71246049496997e-43;2,25640223471528e-42;2739
GLOD4;0,222546324292036;0,019529420919548;11,3954389742953;9,77820864030565e-29;3,73733644487252e-28;51031
GLRA2;0,367514377807667;0,0563449397060277;6,52258001739153;9,894954036723209e-11;1,70618551023901e-10;2742
GLRA3;0,691338615142943;0,0907297793390334;7,61975417750761;4,89668674978038e-14;9,668700340315621e-14;8001
GLRB;0,467610596425515;0,050925794567884;9,18219539613056;1,6314181313041802e-19;4,0165193781436104e-19;2743
GLRX;0,587983250017623;0,0515122748879784;11,414429886785;8,0242721897205e-29;3,08870945123583e-28;2745
GLRX2;0,505072536601915;0,0420986787236804;11,9973488934657;1,6157874861655702e-31;7,215441458648891e-31;51022
GLRX3;0,115053358355831;0,0143983225055198;7,99074741600787;2,9437360255539704e-15;6,096348539187681e-15;10539
GLRX5;0,191250172895105;0,0262654766528076;7,2814278386477;5,72184018179743e-13;1,07953995830344e-12;51218
GLT1D1;-0,0465300258634978;0,0377837896265898;-1,23148118077475;0,218367379495548;0,236678500097464;144423
GLT8D1;0,146887824846345;0,0147083441991239;9,98670026059726;1,12710379470612e-22;3,18514877678012e-22;55830
GLT8D2;0,0034952772428971;0,0365913989101663;0,0955218260848191;0,923915179358267;0,929738174186155;83468
GLTP;-0,106526054002076;0,0389289879461143;-2,73641981521661;0,0062963821707985;0,0076347911572947;51228
GLTPD2;-0,448002622627122;0,0371160285611062;-12,0703275645332;7,26792791322107e-32;3,31927857528655e-31;388323
GLUD1;0,199855181126267;0,0263387752135951;7,58786919686034;6,19733812854069e-14;1,21881232654768e-13;2746
GLUD1P3;-0,31402319418532;0,0281874557427373;-11,1405299240685;1,37434453701005e-27;4,91384744890135e-27;2749
GLUD2;0,161852535582655;0,0284656248635209;5,68589435006824;1,6076120671898e-08;2,54115986860652e-08;2747
GLUL;0,109465089146524;0,0393951564668746;2,77864334004024;0,005537653266162;0,0067373540335212;2752
GLYCTK;-0,742547927033015;0,0485574376192605;-15,2921563294864;1,16757775082671e-48;3,15866632059198e-47;132158
GLYR1;-0,131684105570095;0,0130883047900086;-10,0612040812666;5,61176832611831e-23;1,60846988664489e-22;84656
GM2A;0,209042156650724;0,0266288969118543;7,85019962872234;8,674662533772111e-15;1,76462095959296e-14;2760
GMCL1;0,270670608570897;0,0245077002883706;11,0443087432131;3,67178772918887e-27;1,28158454688319e-26;64395
GMDS;-0,18759017966748;0,0256125922993112;-7,3241387468821;4,20423788679715e-13;7,97928192802453e-13;2762
GMDS-DT;-0,173063487469096;0,0225725630690464;-7,66698433579381;3,44509334432408e-14;6,84730170925823e-14;100508120
GMEB1;-0,0639275808796154;0,0127540288012464;-5,01234408952944;6,12463378025411e-07;9,02350151485601e-07;10691
GMEB2;-0,404498967079374;0,0274377211020681;-14,7424403642941;1,3345106822835501e-45;2,32447497023208e-44;26205
GMFB;0,54391853692174;0,0420557240828989;12,9332819439652;4,51929733286027e-36;2,78687150181607e-35;2764
GMIP;-0,194214636365083;0,0411705880422863;-4,71731509313408;2,64965448150676e-06;3,80196236879464e-06;51291
GMNN;0,336416645587773;0,0375041974157126;8,97010651524648;1,01726078866518e-18;2,42103013359655e-18;51053
GMPPA;-0,304677745237491;0,0250060878881299;-12,1841427815711;2,09482658734502e-32;9,89453184498287e-32;29926
GMPPB;-0,225290448941535;0,0245199924491092;-9,18803092656417;1,54705106307466e-19;3,8145758687712303e-19;29925
GMPR;0,0902331306164395;0,0422780801350561;2,13427691910778;0,0330081681008531;0,0381689169050336;2766
GMPR2;0,0678482335341496;0,0116048694840429;5,84653137438928;6,350020153552671e-09;1,01847969490604e-08;51292
GMPS;0,335915387849192;0,0248150678294532;13,5367507418412;3,87616804658331e-39;3,19793681897952e-38;8833
GNA11;-0,437126429395056;0,0257288743871954;-16,9897222403403;1,35678820218838e-58;2,79704464061264e-56;2767
GNA12;-0,297645700597035;0,0320960161459286;-9,27360265659612;7,3249420524109e-20;1,8327547436712802e-19;2768
GNA13;0,427858595734052;0,0340405108594699;12,5691003140461;2,90128784719881e-34;1,55941827985082e-33;10672
GNA14;-0,39193014592633;0,0377185828742739;-10,3909032646517;2,4130043789505502e-24;7,32082513330638e-24;9630
GNA15;0,0161010335679368;0,0474951490725877;0,33900374843185;0,734662022304376;0,749527388037905;2769
GNAI1;0,282073889500233;0,0361140189192224;7,81064799603608;1,16890048912468e-14;2,36539678999559e-14;2770
GNAI2;-0,0952594823603908;0,0266682604267829;-3,57201710332488;0,0003672801174833;0,0004754410613889;2771
GNAI3;0,332493882486089;0,02468452923396;13,4697275096767;8,58159719774646e-39;6,79766011490753e-38;2773
GNAL;0,121486699182497;0,0261548262517414;4,64490560989324;3,75007962031893e-06;5,34001894697159e-06;2774
GNAO1;-0,250835315406925;0,0228413470165318;-10,9816341052644;6,94112972382405e-27;2,38689270866129e-26;2775
GNAO1-AS1;-0,613664177971695;0,0453774690177681;-13,523543539447;4,44469205119576e-39;3,63384812980794e-38;26077
GNAO1-DT;-0,115297444825757;0,0205841071466024;-5,60128471954575;2,59441667266027e-08;4,06392901134415e-08;283856
GNAS;0,136720529732669;0,0227022481900271;6,02233437799916;2,23763286789832e-09;3,6518778321066202e-09;2778
GNAZ;-0,380351645731884;0,0237004282605446;-16,0483026530401;5,38638287379402e-53;3,27323251800781e-51;2781
GNB1;0,0962977719311769;0,0152528984142331;6,31340806946682;3,74579296802739e-10;6,316419991436541e-10;2782
GNB1L;-0,367302941450299;0,040295312296157;-9,1152772002546;2,91065815941659e-19;7,07190493573901e-19;54584
GNB2;-0,192557640742189;0,028189829960314;-6,83074857185283;1,29746787257305e-11;2,3182185159324898e-11;2783
GNB4;0,380278341345696;0,0305545410011385;12,4458862377126;1,1554986029319599e-33;5,9741111896349e-33;59345
GNB5;0,0925729368738793;0,0303929876774194;3,04586498229185;0,0023671806186721;0,0029379594235402;10681
GNE;0,0176994924978448;0,0127338043198335;1,38996108729871;0,164780187206008;0,180714486790373;10020
GNG10;0,433640097362975;0,0320395295136046;13,5345338694454;3,98195606008856e-39;3,2752594138688e-38;2790
GNG11;-0,159743109717671;0,0402394497994678;-3,96981346697697;7,58908843073083e-05;0,0001015828833589;2791
GNG12;0,636024525277377;0,0452924525232295;14,0426161500346;8,61527400473547e-42;9,38517407632923e-41;55970
GNG12-AS1;0,0817331219681181;0,0340151680499296;2,40284339763205;0,016408607707215;0,0193715538325266;100289178
GNG2;0,637640974102048;0,0561627230188174;11,3534554563604;1,5266650822435699e-28;5,75805176688715e-28;54331
GNG3;0,183034871341581;0,0469017043627908;3,90252068295393;0,0001001095298146;0,0001332448351226;2785
GNG4;-0,0232690028491036;0,043900331675477;-0,530041618389452;0,596174161579003;0,615876460226808;2786
GNG5;0,208668927582838;0,0321229726765955;6,49594076126312;1,17506988628402e-10;2,02188992794733e-10;2787
GNG7;-0,526313287328469;0,0343432717528134;-15,3250770956426;7,8019524311482e-49;2,1572597163612801e-47;2788
GNL1;0,0553507078974182;0,016701195944089;3,31417630705711;0,0009445920170901;0,0011983816772089;2794
GNL2;0,124033216183572;0,01521110968822;8,1541201612416;8,25315432712636e-16;1,7521949077249402e-15;29889
GNL3;0,238604064833696;0,0220826515047066;10,8050459784162;4,05126185737457e-26;1,34185175125488e-25;26354
GNL3L;-0,0748462947307022;0,0132529095631839;-5,64753682003706;1,99923681271732e-08;3,14646025627313e-08;54552
GNPAT;0,216188659694643;0,0165853617443593;13,0349077112031;1,4215817765337099e-36;9,1581807011978e-36;8443
GNPDA2;0,495900501803279;0,0340237657455745;14,5751209760719;1,1587859863923902e-44;1,7871201301502299e-43;132789
GNPNAT1;0,363820769519869;0,0275765038760593;13,1931433786907;2,22931222882724e-37;1,55222654804106e-36;64841
GNPTAB;0,232664143009894;0,0187960912126645;12,3783259177381;2,4345989774662398e-33;1,23251100239401e-32;79158
GNPTG;-0,253168135689803;0,0228091565701351;-11,0994080342841;2,09644758838946e-27;7,4207227612499e-27;84572
GNRHR;0,193171514695587;0,0453362816487266;4,26085924276529;2,18394356200311e-05;3,00326816269379e-05;2798
GNRHR2;0,109809685235319;0,0183966267799076;5,96901195795584;3,0775067553876704e-09;4,994546588763681e-09;114814
GNS;0,266362295511534;0,0200966810278616;13,2540440454946;1,10057037347131e-37;7,86480434504336e-37;2799
GOLGA1;-0,195357781907692;0,0171160602889524;-11,4137119529654;8,16503298432615e-29;3,1414062646523897e-28;2800
GOLGA2;-0,177299763259746;0,0162748741496443;-10,8940789114256;1,67622736165991e-26;5,647298057921669e-26;2801
GOLGA2P10;-0,643694744385341;0,0426147319323014;-15,1049816623962;1,3046579572130702e-47;3,0224266701524903e-46;80154
GOLGA2P5;-0,434710132395106;0,0418884197183688;-10,3778117035167;2,73203536912611e-24;8,27640030163463e-24;55592
GOLGA2P7;-0,541738505047788;0,037914691941087;-14,2883530714046;4,099392150102299e-43;5,2280893153145e-42;388152
GOLGA3;-0,354202428320173;0,0243666583488221;-14,536356329603;1,8467896099417101e-44;2,76176907922812e-43;2802
GOLGA4;0,0423990732123246;0,0198559727859774;2,13533094899624;0,0329216180029787;0,0380715380811269;2803
GOLGA4-AS1;-0,186525422334826;0,0206239229257526;-9,044129141014;5,38889262547488e-19;1,29655052885927e-18;152048
GOLGA5;0,163437218291785;0,0177086540560544;9,22922870221791;1,08051719794484e-19;2,68128951481483e-19;440270
GOLGA6L5P;-0,398466176167917;0,0368289488433979;-10,8193741250193;3,54167026449685e-26;1,17809726159305e-25;374650
GOLGA6L7;-0,717201457404463;0,0527526873865557;-13,5955435246176;1,90331527524349e-39;1,61950849386706e-38;728310
GOLGA6L9;-0,218182721986829;0,0357391967001641;-6,10485803072981;1,3585069271337e-09;2,23820372436008e-09;440295
GOLGA7;0,386020858888262;0,0319897846845652;12,0670039731313;7,58903832281215e-32;3,4601085701377e-31;51125
GOLGA7B;-0,270956367421426;0,0298965042281489;-9,06314548863904;4,580513749144261e-19;1,10597845690976e-18;401647
GOLGA8H;-0,126206761545282;0,0299409276059066;-4,21519210114201;2,66912821321222e-05;3,65596485116688e-05;728498
GOLGA8J;-0,296814585958601;0,0338707937750887;-8,7631423086666;5,854837537977279e-18;1,35289279431751e-17;653073
