gene;DE_log2_FC;std.error;t.value;p.value;adj.p.value;gene_id
ACADS;-0,187349471673312;0,0360554272389765;-5,19615175911115;2,3623238339631e-07;3,54359454360532e-07;35
ACADSB;0,244163264674132;0,0263050253758257;9,28200072745485;6,79412879656468e-20;1,70334331251312e-19;36
ACADVL;-0,385183590398592;0,0272487124517394;-14,1358455406213;2,7245960638532396e-42;3,17401798969341e-41;37
ACAN;0,0046437406485712;0,0549762959876236;0,0844680523696362;0,93269739993408;0,937764529900385;176
ACAP1;-0,420856062438455;0,0405656903682032;-10,3746801451785;2,81908663992155e-24;8,53534951064555e-24;9744
ACAP2;0,24728468352958;0,021461014782001;11,5225065562591;2,60113188597328e-29;1,02600773413675e-28;23527
ACAP3;-0,782449003695255;0,0472996885920636;-16,5423711442054;6,69227231577171e-56;7,266023128977201e-54;116983
ACAT2;0,242761886743968;0,0330428149780653;7,34688878369229;3,57326834747575e-13;6,79442478773964e-13;8435
ACBD3;0,253077086459129;0,0168394647258226;15,0288082536879;3,6291520259722103e-47;7,88058265266445e-46;64746
ACBD3-AS1;0,16208126917809;0,0197069694176177;8,22456592606225;4,73298770178419e-16;1,01462995539367e-15;107985353
ACBD4;-0,296850394514008;0,0312331178782075;-9,50434713791834;9,383576320191801e-21;2,44161885206333e-20;79777
ACBD5;0,222953317471574;0,0213986254440887;10,4190485531006;1,83565594927948e-24;5,60050445671893e-24;91452
ACBD6;-0,123263735826835;0,015275270454555;-8,06949613059577;1,6000632010197402e-15;3,3554763445541403e-15;84320
ACBD7;0,0603457254098496;0,0441402506594653;1,36713599284714;0,171820313935324;0,18808076574477;414149
ACBD7-DCLRE1CP1;0,050243274423718;0,0427828922890158;1,17437769481092;0,240459950069302;0,259776500618816;108949267
ACCS;-0,460591276860119;0,045636298198769;-10,0926520125277;4,1679155536236704e-23;1,20160511075084e-22;84680
ACE;-0,233955017698272;0,0463484730941123;-5,04773948482009;5,10972444698176e-07;7,56036816058372e-07;1636
ACER2;-0,317470276899508;0,0399201682847824;-7,95262872227238;3,953790290150451e-15;8,15287777480251e-15;340485
ACER3;0,25038963898773;0,0298890097674779;8,37731463623724;1,39539010637888e-16;3,05447893447398e-16;55331
ACHE;-0,268206374057297;0,0488003327237344;-5,49599478297928;4,67187172693744e-08;7,24008972736732e-08;43
ACIN1;-0,318986070078536;0,024233306437366;-13,1631261669965;3,13720741544099e-37;2,1539865079204003e-36;22985
ACKR1;-0,398283663870591;0,0686494148053261;-5,80170515655568;8,24565812879102e-09;1,31694408439238e-08;2532
ACKR3;-0,0591319011648717;0,041075809579607;-1,43957968863087;0,150228761551943;0,165346057351824;57007
ACLY;-0,0110638860679885;0,0233665745619341;-0,473491997668001;0,635942246915691;0,655006035496392;47
ACMSD;-0,315402282530782;0,0326643521830327;-9,65585604647675;2,39640849226238e-21;6,3896379674173404e-21;130013
ACO1;-0,038527683111718;0,0175480594435937;-2,1955523478571;0,0283012914826631;0,0328895984791388;48
ACO2;-0,0558116271403967;0,0200574928449576;-2,78258242801405;0,0054713475023367;0,0066586732493689;50
ACOT1;-0,0159298013416785;0,0326249100015462;-0,488271119856686;0,625440112963981;0,644759949343676;641371
ACOT11;-0,372196909207805;0,0394256624504681;-9,44047318609826;1,6525528910786e-20;4,25375002119583e-20;26027
ACOT13;0,265130204563574;0,0169128737367615;15,6762362618064;7,31006105808238e-51;2,8481257031562097e-49;55856
ACOT2;0,0387326656674237;0,0264761482041436;1,46292675840823;0,143729857353086;0,158482359976463;10965
ACOT4;-0,247089992245167;0,0352971010748412;-7,00029137580611;4,09478612451199e-12;7,47703630718717e-12;122970
ACOT6;-0,509578196131083;0,0495591830120859;-10,2822154272966;6,85543186442826e-24;2,03773614426134e-23;641372
ACOT7;-0,138794516625012;0,0400862369754999;-3,46239824680579;0,0005528877372105;0,0007098407322199;11332
ACOT8;-0,159338897168389;0,0188118102409226;-8,47015226752435;6,56543647649391e-17;1,4571368009836399e-16;10005
ACOT9;0,144618968511898;0,0157432490690039;9,18609417141418;1,5736782966023501e-19;3,8784692400825997e-19;23597
ACOX1;0,179811679914163;0,0168257478745322;10,6866976288365;1,32994316107768e-25;4,27798821278117e-25;51
ACOX2;-0,145954668248638;0,033590346019038;-4,34513738459007;1,5009397902778e-05;2,08036641910334e-05;8309
ACOX3;-0,370188880765522;0,0252000591135274;-14,6900004915784;2,67312936180629e-45;4,502025313999711e-44;8310
ACP2;-0,245914466188589;0,0279696371871596;-8,79219363994769;4,58419091156099e-18;1,06350617073621e-17;53
ACP6;-0,099882500634874;0,0294712035757956;-3,38915580349445;0,0007221787072122;0,0009219567630053;51205
ACP7;-0,426539052917664;0,0649170117120405;-6,57052815076748;7,25206296498899e-11;1,25619120876208e-10;390928
ACSBG1;-0,070123839107044;0,0254984506423263;-2,75012156976478;0,0060405400569282;0,0073333011827904;23205
ACSF2;-0,109027342096673;0,0351933276362734;-3,09795490848385;0,0019906558703116;0,0024825653958109;80221
ACSF3;-0,498430152269019;0,0367628259100445;-13,5579934330575;2,94396098358701e-39;2,45370258846971e-38;197322
ACSL1;0,213231229253843;0,0395617755333597;5,38982961151578;8,37655638188416e-08;1,28130550610844e-07;2180
ACSL3;0,399634445460545;0,0327384643824254;12,2068781477447;1,63044678186057e-32;7,75963070993022e-32;2181
ACSL4;0,546638319231283;0,0396961988532359;13,7705456699344;2,26792440764447e-40;2,10938988594505e-39;2182
ACSL5;-0,244271386745882;0,0395943716016347;-6,16934621929439;9,15238856051145e-10;1,5188078265385102e-09;51703
ACSL6;0,21513205091002;0,0349041862458534;6,1635028358691;9,49519291144265e-10;1,5744116448356201e-09;23305
ACSL6-AS1;-0,43151725929528;0,0433705514349759;-9,94954514106744;1,59359543339305e-22;4,472392767230601e-22;101927693
ACSM5;0,12057764144931;0,0485740848388477;2,48234509923029;0,0131784872702082;0,0156569042663125;54988
ACSS1;-0,25257019440274;0,0377672921710946;-6,68753781072094;3,3661348816848196e-11;5,90933196972286e-11;84532
ACSS2;-0,182208457559242;0,0243490307913566;-7,48319138944626;1,33515578663301e-13;2,58553473734901e-13;55902
ACSS3;0,364684634751362;0,0283366042706527;12,8697366582154;9,45621659084684e-36;5,7017380006861e-35;79611
ACTA2;0,0548171308715309;0,0606414153190174;0,903955334537516;0,366187469459022;0,387655292284054;59
ACTA2-AS1;0,0790649310922505;0,052292280844494;1,51198092367347;0,130782668274768;0,144627319584631;100132116
ACTB;0,07024611635261;0,0290394320536388;2,41899070969633;0,0157011967507667;0,0185660125087481;728378
ACTG1;0,0560096643975184;0,0287988073684071;1,94486055207141;0,0520087222424457;0,0593271731064279;71
ACTG1P4;-0,384235361880551;0,038404586792318;-10,0049341491004;9,53212247133425e-23;2,70170808507048e-22;648740
ACTL6A;0,33946981474721;0,0299571165739568;11,3318587891843;1,9157344128005499e-28;7,18058703034977e-28;86
ACTL6B;-0,178192505823778;0,0548282083234899;-3,25001511580373;0,0011837597766111;0,0014935475458544;51412
ACTN1;0,0310039834843106;0,0424108034765089;0,73103975739303;0,464887512463661;0,486765978396759;87
ACTN2;-0,222667988933967;0,0392703545348872;-5,67012932710226;1,75882117450392e-08;2,77398427735529e-08;88
ACTN4;-0,404440777585406;0,0291541227051749;-13,8725072153729;6,822949163266139e-41;6,693888558611589e-40;81
ACTR10;0,443607493217256;0,036578143229485;12,1276657055592;3,86794690553267e-32;1,7982695776050601e-31;55860
ACTR1A;-0,0461629855746418;0,0158758827702082;-2,9077429106033;0,0037026893602237;0,0045493775119278;10121
ACTR1B;-0,223002483286701;0,0270048508453991;-8,25786761657655;3,63010442445051e-16;7,82526547407028e-16;10120
ACTR2;0,538995113693997;0,0379567907600266;14,2002288102194;1,18866378885767e-42;1,42973253067474e-41;10097
ACTR3;0,456281200511102;0,0275219906728414;16,578786248967;4,083864836742959e-56;4,70331831183231e-54;10096
ACTR3B;0,0331857874640863;0,0227511976826119;1,4586391418615;0,144907845887616;0,159759624839271;57180
ACTR3C;-0,188713065234217;0,0251133798612729;-7,51444314849986;1,0638910403407999e-13;2,07156019643596e-13;653857
ACTR5;-0,183410521007424;0,0199271391089069;-9,20405683952113;1,34458089487195e-19;3,32440328736672e-19;79913
ACTR6;0,624824268214719;0,042570436776028;14,6774220687951;3,13335091930409e-45;5,19651253276847e-44;64431
ACTR8;0,110414721890841;0,0165752720894329;6,66141233127824;4,0021420176925894e-11;7,0099897720092e-11;93973
ACVR1;-0,081691428129402;0,0184758179837412;-4,4215324161177;1,06230565463987e-05;1,4827485337217e-05;90
ACVR1B;-0,0414221166727227;0,0203559381690587;-2,0348910636644;0,0420658961033169;0,0482794350908118;91
ACVR1C;0,460515308686574;0,0462272871875804;9,96197996256846;1,42382571929794e-22;4,00560125487758e-22;130399
ACVR2A;0,345603717832644;0,0287258423100069;12,0311082301057;1,1253725522903998e-31;5,08118031233753e-31;92
ACVR2B;-0,0398294912149223;0,0180170584700681;-2,21065449063683;0,0272345897685498;0,0316906636875252;93
ACVRL1;-0,588612121051664;0,0723419029026835;-8,13653079935543;9,45630494482589e-16;2,0021500563109003e-15;94
ACY1;-0,280504694208526;0,0305945259012117;-9,16846023743797;1,8368208577381998e-19;4,51130515595299e-19;95
ACYP1;0,0395014058581905;0,0184084687560538;2,14582790028096;0,0320717977037779;0,0371388863341672;97
ACYP2;0,0552477058378472;0,0149969605559206;3,68392686183574;0,000239152160507;0,000312511601221;98
ADA;-0,313900978849766;0,0416705204820082;-7,53292676018521;9,28031757334364e-14;1,81091842798316e-13;100
ADAL;0,165137539060563;0,0187973846682699;8,78513378189874;4,862759105609e-18;1,12684824692584e-17;161823
ADAM10;0,283591936318837;0,0232281911404698;12,2089548257911;1,60303614324116e-32;7,63810609386353e-32;102
ADAM11;-0,505377657619085;0,0467218613083686;-10,8167278328992;3,65822754923422e-26;1,21537931184881e-25;4185
ADAM12;-0,104647699076771;0,0396487200904453;-2,6393714308571;0,008405942385858;0,010115204499489;8038
ADAM15;-0,502451996304427;0,038168344921692;-13,1641022773002;3,13236049193389e-37;2,1515657094742797e-36;8751
ADAM17;0,0949613056372429;0,0167375511398313;5,6735483490926;1,7244715697164e-08;2,72086262201137e-08;6868
ADAM19;-0,477898434977985;0,0314208803299349;-15,2095813344443;3,52956820093585e-48;8,762583493969701e-47;8728
ADAM20;0,0711106493359718;0,0306343429451278;2,32127222259492;0,0204272706732933;0,0239820163051654;8748
ADAM20P1;0,0742553453587946;0,0390173296475489;1,90313755527499;0,0572448909413221;0,0651222613768072;317760
ADAM21;0,0629172438537377;0,0350049513107122;1,79738127030286;0,0725087396602637;0,0818632467318582;8747
ADAM22;0,489634723466375;0,0366982154507722;13,3421943670035;3,88891154650672e-38;2,89200061399125e-37;53616
ADAM23;0,251050887489885;0,0401651940436037;6,2504587234744;5,54979995420425e-10;9,29112274405534e-10;8745
ADAM28;0,396494516092243;0,051967715012263;7,62963151253967;4,55131651905973e-14;8,995478255995971e-14;10863
ADAM32;0,436134142771991;0,0358484459794115;12,1660543673908;2,56072967750178e-32;1,2028855935331402e-31;203102
ADAM33;-0,709934842269398;0,0761421009543186;-9,32381472761466;4,6956546599166905e-20;1,1883983184367201e-19;80332
ADAM8;-0,615718906213445;0,0700200416836541;-8,79346671907484;4,5369073811399596e-18;1,0528366145518e-17;101
ADAM9;0,393909586382225;0,0261020154287367;15,0911559859303;1,6302432184242e-47;3,7237224481425804e-46;8754
ADAMTS1;-0,327876787900349;0,0539877065295421;-6,07317496847054;1,64624800247043e-09;2,7027011056686904e-09;9510
ADAMTS10;-0,705431798122976;0,0518621947744537;-13,6020428983167;1,7792254940674e-39;1,51788718681936e-38;81794
ADAMTS13;-0,726146530680251;0,0429201062495132;-16,918563212748;3,62549361032737e-58;6,94644575738725e-56;11093
ADAMTS14;-0,351342495111241;0,0830024052974042;-4,23291944194091;2,46986199806485e-05;3,38901107932295e-05;140766
ADAMTS16;-0,42133056333567;0,0445224871839462;-9,46332044737142;1,36247410896677e-20;3,5237816958286304e-20;170690
ADAMTS17;-0,498631406056949;0,0382071820450115;-13,0507244807931;1,1783588625717001e-36;7,667100453792559e-36;170691
ADAMTS18;-0,343768980994295;0,112609360482857;-3,05275671152247;0,0023138197312736;0,002873483921269;170692
ADAMTS19;-0,0367019283123698;0,036031873121235;-1,01859617980115;0,30858570494667;0,329462881261404;171019
ADAMTS2;-0,370325148663173;0,0513805407090625;-7,20749808298252;9,65861880915735e-13;1,8065954510846099e-12;9509
ADAMTS4;-0,363382339994337;0,0637405813656915;-5,70095741533241;1,47486346392184e-08;2,33358849445556e-08;9507
ADAMTS5;0,247582962726593;0,0327190743419983;7,56693053534202;7,23765978366367e-14;1,4201509305632099e-13;11096
ADAMTS6;0,0420419018711278;0,033857685477924;1,24172403629126;0,214563951762271;0,232649035845562;11174
ADAMTS8;-0,376814876816044;0,042728676367891;-8,81878187781184;3,6761971799744005e-18;8,55904893110265e-18;11095
ADAMTS9;-0,337978622297603;0,0693905167533809;-4,87067452601346;1,24964953149235e-06;1,81793588833268e-06;56999
ADAMTS9-AS1;-0,144600483922616;0,0614382692453367;-2,35358980158106;0,0187422260566949;0,0220514299638298;101929335
ADAMTS9-AS2;0,0257432377678456;0,0377328927386243;0,682249249909595;0,495203743414941;0,516516470171367;100507098
ADAMTSL1;-0,0137613063008889;0,0481855833758874;-0,285589700005068;0,775238159210088;0,788799741402943;92949
ADAMTSL2;-0,58292212332462;0,0415144612134353;-14,0414233085595;8,609412292983479e-42;9,38506617158828e-41;9719
ADAMTSL3;0,0630448601880142;0,0394260248410347;1,59906712488034;0,110050265041672;0,122490337374841;57188
ADAMTSL4;-0,68740073816067;0,0560293365302901;-12,2685860788134;8,27506186856617e-33;4,01452658896242e-32;54507
ADAP1;-0,505861647604471;0,0338853131510451;-14,9286401854861;1,3107127600044e-46;2,60956821631195e-45;11033
ADAP2;0,0263759444596389;0,044680915170734;0,590317909981286;0,555080881227296;0,575872546290466;55803
ADAR;-0,0365923823502695;0,0100757252319726;-3,63173682368327;0,0002925416317179;0,000380446619353;103
ADARB1;-0,158903735950672;0,0273255031372805;-5,81521720395617;7,62568920362115e-09;1,22032007831556e-08;104
ADARB2;-0,244652849028873;0,0409687395929276;-5,97169577243004;3,0297077678886902e-09;4,918933377313841e-09;105
ADARB2-AS1;-0,715273470840971;0,0626900368257037;-11,4096833732868;8,49013578479337e-29;3,26109319318738e-28;642394
ADAT1;-0,0679013025185312;0,0137484658106982;-4,93882760836445;8,88772417113678e-07;1,3001479911177e-06;23536
ADAT2;0,0672787066148421;0,0289607319983547;2,32310103966517;0,0203281323848433;0,023870788378366;134637
ADAT3;-0,58005342824772;0,042518955157043;-13,642231473123;1,09344818906716e-39;9,55872099149102e-39;113179
ADCK1;-0,363254690146422;0,031294879988256;-11,6074798907278;1,06277948421282e-29;4,28426402967575e-29;57143
ADCK2;-0,0995982572649654;0,0216502808011797;-4,60032173160259;4,63295708070158e-06;6,56506908694909e-06;90956
ADCK5;-0,576099734585325;0,0424280374409968;-13,5782791128741;2,33729119493909e-39;1,97433217846359e-38;203054
ADCY1;-0,187738921614319;0,0431943379777361;-4,34637803017345;1,49276531490487e-05;2,06956464787101e-05;107
ADCY10;0,0126640698857218;0,0476236353730517;0,265919848128349;0,790343394206573;0,80346644931637;55811
ADCY10P1;-0,1948913191815;0,0371212823984583;-5,25012355687352;1,77538309406552e-07;2,67969314828091e-07;221442
ADCY2;0,159815876446289;0,0296455770801207;5,39088431351387;8,32806855195356e-08;1,27400830769412e-07;108
ADCY4;-0,885204415415543;0,0749071473845402;-11,817355837505;1,1240379223278799e-30;4,79091379299448e-30;196883
