"gene";"DE_log2_FC";"std.error";"t.value";"p.value";"adj.p.value"
"ADAM22";0,489634723466731;0,0366982154509637;13,3421943669436;3,8889115477987e-38;2,89200061495204e-37
"ADAM23";0,251050887489858;0,0401651940437124;6,25045872345683;5,54979995447634e-10;9,29112274451086e-10
"ADAM28";0,396494516092096;0,051967715012847;7,62963151245112;4,55131652200583e-14;8,9954782618188e-14
"ADAM32";0,436134142771974;0,035848445979408;12,1660543673915;2,56072967822866e-32;1,20288559387459e-31
"ADAM33";-0,709934842269854;0,0761421009543501;-9,32381472761679;4,69565465942449e-20;1,18839831831216e-19
"ADAM8";-0,615718906212909;0,0700200416835735;-8,79346671907731;4,53690738092515e-18;1,05283661450195e-17
"ADAM9";0,393909586243072;0,0261020153757491;15,0911560112345;1,63024266087782e-47;3,72372117462219e-46
"ADAMTS1";-0,327876787863009;0,0539877065390497;-6,07317496670939;1,64624802004344e-09;2,70270113451889e-09
"ADAMTS10";-0,705431798158544;0,0518621947848986;-13,6020428962631;1,77922553895524e-39;1,51788722511394e-38
"ADAMTS13";-0,726146530680337;0,0429201062495148;-16,9185632127494;3,62549361668531e-58;6,94644576956906e-56
"ADAMTS14";-0,351342495111258;0,0830024052976257;-4,23291944192982;2,46986199817228e-05;3,38901107947036e-05
"ADAMTS16";-0,421330563391757;0,0445224870896175;-9,46332046868086;1,36247384531792e-20;3,5237810139507e-20
"ADAMTS17";-0,498631406060594;0,0382071820076143;-13,0507244936625;1,17835868107111e-36;7,66709927284221e-36
"ADAMTS18";-0,343768981803085;0,112609360239694;-3,0527567252967;0,0023138196257397;0,00287348379020869
"ADAMTS19";-0,0367019282585749;0,0360318730709726;-1,01859617972906;0,30858570498065;0,329462881297684
"ADAMTS2";-0,370325148661732;0,0513805407092141;-7,20749808293321;9,65861881290027e-13;1,8065954517847e-12
"ADAMTS4";-0,363382339941389;0,0637405813778767;-5,70095741341187;1,47486348017094e-08;2,33358852016555e-08
"ADAMTS5";0,247582962726653;0,0327190743420415;7,56693053533388;7,23765978354738e-14;1,42015093054039e-13
"ADAMTS6";0,0420419018712093;0,0338576854778189;1,24172403629752;0,214563951759984;0,232649035843083
"ADAMTS8";-0,376814876816122;0,042728676367918;-8,81878187780809;3,67619718029852e-18;8,55904893185728e-18
"ADAMTS9";-0,337978622296838;0,0693905167537587;-4,87067452597593;1,24964953173552e-06;1,81793588868643e-06
"ADAMTS9-AS1";-0,144600483953166;0,0614382691257582;-2,35358980665916;0,0187422258015323;0,0220514296636147
"ADAMTS9-AS2";0,0257432377678226;0,0377328927386289;0,6822492499089;0,495203743415395;0,516516470171841
"ADAMTSL1";-0,0137613063031538;0,0481855833754938;-0,285589700054405;0,775238159172306;0,788799741364499
"ADAMTSL2";-0,5829221233248;0,0415144612134514;-14,0414233085584;8,60941229111541e-42;9,38506616955191e-41
"ADAMTSL3";0,063044860187137;0,0394260248408509;1,59906712486555;0,110050265044909;0,122490337378443
"ADAMTSL4";-0,687400738161;0,0560293365303269;-12,2685860788113;8,2750618691725e-33;4,01452658925658e-32
"ADAP1";-0,505861647604381;0,0338853131509811;-14,9286401855116;1,31071275822112e-46;2,60956821276151e-45
"ADAP2";0,0263759444594419;0,0446809151707851;0,590317909976204;0,555080881230705;0,575872546294003
"ADAR";-0,0365923823508894;0,0100757252320661;-3,6317368237111;0,000292541631686607;0,000380446619312312
"ADARB1";-0,158903735950727;0,0273255031372887;-5,81521720395646;7,62568920364115e-09;1,22032007831876e-08
"ADARB2";-0,244652849250287;0,040968739523989;-5,97169578788314;3,02970748725478e-09;4,91893292168591e-09
"ADARB2-AS1";-0,715273471236698;0,062690036992393;-11,4096833492616;8,49013797786588e-29;3,26109403555481e-28
"ADAT1";-0,067901302483541;0,0137484658230275;-4,93882760139043;8,88772448370598e-07;1,30014803684214e-06
"ADAT2";0,0672787066149571;0,0289607319984528;2,32310103966127;0,0203281323850771;0,0238707883786406
